Property Address,Property Name,Number Of Units,Building Class,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Phone,Sale Company Contact,Vacancy %,Year Built,Year Renovated,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Owner Name,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Name,Property Manager Phone,Recorded Owner Name,Recorded Owner Contact,Recorded Owner Phone,Recorded Owner Address,Recorded Owner City State Zip,One Bedroom Effective Rent/Unit,Studio Effective Rent/Unit,Two Bedroom Asking Rent/Unit,Three Bedroom Effective Rent/Unit
3306 Percentum Rd,The Residenz at Sylvania,51,B,Toledo,OH,43617-1131,880.00,0.95,840,,,,,,,3.6,2012,,19,32,,,MVAH Partners LLC,9100 Centre Pointe Dr Suite # 210,"West Chester, OH 45069-4846",,5139641152,MVAH - The Residenz at Sylvania,4195174328,Sylvania Senior Residence Llc An Ohio Ll,,,9349 Waterstone Blvd,"Cincinnati, OH 45249    ",745,,894,
2250 Perrysburg-Holland Rd,Holland Crossing,128,C,Maumee,OH,43537,747.00,1.10,818,,,,,,,1.6,1970,1972,,128,,,Cornerstone Managed Properties,2147 28th St,"Lorain, OH 44055",,4402021333,CMP - Holland Crossing Apartments,5677031532,Maumee Pheasant Run Apartments,,,33699 Lear Industrial Pky,"Avon, OH 44011    ",,,818,
1372 Picadilly Ln,Chesterfield of Maumee,106,B,Maumee,OH,43537-2265,640.00,1.06,680,,,,,,,,1984,,,106,,,Noneman Real Estate Company,3519 Secor Rd,"Toledo, OH 43606    ",,4195314020,Noneman - Chesterfield,4193593232,Chesterfield Apartments I Llc Llc,,,3519 Secor Rd,"Toledo, OH 43606    ",,,699,
1436 Picadilly Ln,Quail Ridge Apartments,73,C,Maumee,OH,43537-2276,809.00,0.86,694,,,,,,,2.8,1976,,41,32,,,Five West Group,1072 Madison Ave Suite # D1,"Lakewood, NJ 08701-2650",,7329877778,FWG - Quail Ridge Apartments,7329877778,Quail Ridge 1 Llc,,,301 W Michigan Ave,"Ypsilanti, MI 48197    ",647,,751,
2707 Pickle Rd,Country Club Apartments,101,C,Oregon,OH,43616-3963,765.00,1.06,812,,,,,,,0.8,1968,,66,32,,,Cornerstone Managed Properties,2147 28th St,"Lorain, OH 44055",James Dixon,4402021333,CMP - Country Club Apartments,4196983994,"Country Club Toledo, LLC",,4402638323,2147 E 28th St,"Lorain, OH 44055-1932",788,549,880,
2611 Pine Trace Dr,Eagle Ridge Apartments,88,B,Maumee,OH,43537-1537,"1,680.00",0.59,996,,,,,,,1.1,1985,,,88,,,"Franklin Realty, Inc",301 W Michigan Ave Suite # 411,"Ypsilanti, MI 48197    ",Ed Berch,7344818000,FWG - Eagle Ridge Apartments,4198661004,Eagles Ridge 1 Llc,,,301 W Michigan Ave,"Ypsilanti, MI 48197    ",,,996,
1151 Pinebrook Pky,Greenview Gardens,120,C,Toledo,OH,43615,817.00,,,,,,,,,3.1,1981,,,60,60,,Owner's Management Company,25250 Rockside Rd,"Bedford Heights, OH 44146-1900",Fred Rzepka,4404393800,Owner's Management - Greenview Gardens,4193899613,Greenview Gardens Lts An Ohio,,,25250 Rockside Rd,"Bedford Heights, OH 44146    ",,,,
215 Poe Rd,Evergreen Apartments,50,C,Bowling Green,OH,43402,645.00,0.82,527,,,,,,,0.0,1973,,20,20,,,Mecca Management,1045 N Main St Suite # 7B,"Bowling Green, OH 43402    ",,4193535800,Mecca Management - Evergreen Apartments,4193535800,Poe Place Llc,,,PO BOX 1167,"BOWLING GREEN, OH 43402",464,297,703,
603 Poe Rd,Wood Village,52,C,North Baltimore,OH,45872,512.00,0.78,397,,,,,,,4.9,1978,,29,23,,,The Provident Companies,220 Marion Ave,"Mansfield, OH 44903-2138",,4195260466,Premier - Wood Village,4192572806,Wood Village Associates Limite,,,220 Marion Ave,"Mansfield, OH 44903    ",368,,431,
655 A S Poe Rd,Country Squire Apartments,50,C,North Baltimore,OH,45872,740.00,1.21,895,,,,,,,3.3,1981,,,34,14,2,The Provident Companies,220 Marion Ave,"Mansfield, OH 44903-2138",,4195260466,Premier- Country Squire Apartments,4192572806,Country Squire Ltd C/0 Village,,,655 S Poe Rd,"North Baltimore, OH 45872    ",,,861,942
1470 Pray Blvd,StoryPoint Waterville,96,B,Waterville,OH,43566-9725,742.00,4.40,"3,269",,,,,,,59.4,2018,,64,32,,,Commonsail Investment Group,7927 Nemco Way,"Brighton, MI 48116-9470",,8102200200,CSIG - StoryPoint Waterville,4198239473,,,,,,"2,555",,"4,646",
1501 Pray Blvd,Steedman Apartments,144,B,Waterville,OH,43566-8729,953.00,1.11,"1,058",,,,,,,18.4,2021,,4,140,,,Management Resources Development,321 Woodland Pass,"East Lansing, MI 48823    ",,5173511544,MRD - Steedman Apartments,4196794724,,,,,,"1,016",,"1,059",
309 N Reynolds Rd,Wildwood Commons,74,C,Toledo,OH,43615-5254,"1,035.00",0.84,862,,,,,,,,1973,,2,62,10,,Richard C Glowacki,5252 Glencrag Way,"Toledo, OH 43615",,4195357088,Investek - Wildwood Commons,4195357088,Wildwood Associates Limited Partnership,,,,,725,,852,950
207 S Reynolds Rd,Heritage Hills,50,C,Toledo,OH,43615-5903,800.00,,,3330000,,"$66,600.00",NAI Martens Commercial Group LLC,3162620000,Kris Wessel,4.1,1970,,50,,,,GGE - Crystal Cove,211 Yacht Club Way Suite # 246,"Redondo Beach, CA 90277-2057",,3103768868,Heritage Hills,4195313996,Heritage Hills Mhc Llc,,,211 Yacht Club Way,"Redondo Beach, CA 90277-2057",,,,
3525 Rivers Edge Dr,Rivers Edge,122,B,Perrysburg,OH,43551-1672,"1,711.00",1.08,"1,853",,,,,,,2.6,2020,,,122,,,Union Village Development Company,580 N SR 741,"Lebanon, OH 45036",,5134093190,Noneman - Rivers Edge,4195314020,Ottwebein Perrysburg Real Esta,,,580 State Route 741,"Lebanon, OH 45036",,,"1,853",
13499 Roachton Rd,Fort Meigs at Levis,96,C,Perrysburg,OH,43551-1376,991.00,0.93,918,,,,,,,1.4,2005,,,96,,,Schoen Builders,110-144 W South Boundary St Suite # B,"Perrysburg, OH 43551-1754",,4198739933,Schoen Builders - Fort Meigs at Levis,4198739933,Ft Meigs Apartments Llc,,,134 W South Boundary St,"Perrysburg, OH 43551-1763",,,918,
1258 Rockcress Dr,Garden View Acres,80,C,Toledo,OH,43615-9237,"1,300.00",0.64,828,,,,,,,14.9,2003,,,,40,40,Wallick Communities,160 W Main St Suite # 200,"New Albany, OH 43054-9292",Tom Feusse,6148634640,Wallick - Garden View Acres,4193890096,Garden View Acres L P An Ohio,,,PO BOX 1023,"COLUMBUS, OH 43216",,,,800
71 Rossway Ave,Rossford Hills,101,C,Rossford,OH,43460,703.00,1.06,746,,,,,,,1.0,1971,,56,45,,,"InvesTek Management Services,  LLC",1090 W South Boundary Suite # 100,"Perrysburg, OH 43551    ",,4198731236,InvestTek - Rossford Hills Apartments,4196661186,Rossview Hills Apartments Llc,,,19090 W SOUTH BOUNDARY,"PERRYSBURG, OH 43551",688,,833,
5121 Ryan Rd,Sandpiper Apartments,75,C,Toledo,OH,43614,891.00,0.78,691,,,,,,,3.2,1968,,9,64,,,Excel Realty Investors,3690 Orange Pl,"Orange, OH 44022",,2163789610,Michigan Asset - Sandpiper Apartments,4193857977,,,,,,620,548,705,
200 N Saint Clair St,Tower on the Maumee,106,A,Toledo,OH,43604-1529,984.00,1.88,"1,851",,,,,,,1.9,1969,2018,69,37,,,"George F. Eyde Family, LLC",300 S Washington Sq Suite # 400,"Lansing, MI 48933    ",Evemarie Eyde,5179033933,Eyde - Tower on the Maumee,5173512480,Eyde Maumee Dev Llc,,,300 S Washington Sq,"Lansing, MI 48933    ","1,632",,"2,248",
6460 Salisbury Rd,Brandywine Estates,51,C,Maumee,OH,43537-9700,806.00,0.89,716,,,,,,,,1971,,24,27,,,C O Management Service Co,23933 Vreeland Rd,"Flat Rock, MI 48134",,7347897692,C.O. Management- Brandywine Estates,4198666737,,,,,,661,,764,
1101 Sandusky Pl,Green  Meadows Apartments,74,C,Perrysburg,OH,43551,885.00,1.32,"1,165",,,,,,,5.3,1989,,,74,,,Louisville Title Agency for N.W. Oh,626 Madison Ave,"Toledo, OH 43604    ",,4192484611,Green Meadows Apts,4198740889,Louisville Title Agency for N.W. Oh,,4192484611,626 Madison Ave,"Toledo, OH 43604    ",,,"1,165",
1103 Sandusky Pl,The Villas at Green Meadows,76,C,Perrysburg,OH,43551-3146,890.00,1.29,"1,151",,,,,,,4.0,1989,,,76,,,Madison Building Co Ltd,626 Madison Ave,"Toledo, OH 43604-1123",John Martin,4192484611,The Choice Group- The Villas at Green Meadows,2483624150,Louisville Title Agcy For Nw O,,4192438786,626 Madison Ave,"Toledo, OH 43604-1123",,,"1,151",
3250 Schneider Rd,Michaelmas Manor,94,C,Toledo,OH,43614,638.00,1.50,959,,,,,,,1.2,1983,,82,12,,,BLVD Capital,215 S La Cienega Blvd Suite # 203,"Beverly Hills, CA 90211-3327",George Saad,3233029610,KMG - Michaelmas Manor,4193894615,Michaelmas Manor Apartments Lp,,,3250 Schneider Rd,"Toledo, OH 43614    ",942,,"1,056",
3519 A Secor Rd,Garden Arms,132,C,Toledo,OH,43606,764.00,0.82,625,,,,,,,,1989,,58,74,,,Noneman Real Estate Company,3519 Secor Rd,"Toledo, OH 43606    ",,4195314020,Noneman - Garden Arms of Westgate,4193241260,G A A Associates A,,,3519 Secor Rd,"Toledo, OH 43606    ",648,,716,
3839 Secor Rd,Secor Senior Lofts,58,B,Toledo,OH,43623,771.00,1.08,834,,,,,,,,2022,,18,40,,,MVAH Partners LLC,9100 Centre Pointe Dr Suite # 210,"West Chester, OH 45069-4846",,5139641152,MVAH - Secor Senior Lofts,4193188832,,,,,,732,,879,
5109 Secor Rd,Secor Cedar Apartments,119,C,Toledo,OH,43623,924.00,0.62,576,,,,,,,1.0,1975,,36,83,,,Kwapich Real Estate Companies,221 Allen St,"Maumee, OH 43537",Paul Kwapich,4197403224,Kwapich - Secor Cedar Apartments,4194751418,4615 Holland Sylvania Llc,,,221 Allen St,"Maumee, OH 43537",500,,608,
5635 Secor Rd,Alexor Apartments,120,C,Toledo,OH,43623-1966,725.00,0.95,692,,,,,,,1.7,1976,,75,45,,,Urban Land Company Ltd,5000 Arlington Centre Blvd Suite # 2165,"Columbus, OH 43220-3075",,6146867775,Link - Alexor Apartments,4194710095,Alexis Secor Apartments Ltd,,,5000 Arlington Centre Blvd,"Columbus, OH 43220-3075",659,,742,
2323 Shoreland Ave,Riviera Apartments,93,C,Toledo,OH,43611,875.00,1.00,879,,,,,,,0.9,1968,,34,59,,,Cornerstone Managed Properties,2147 28th St,"Lorain, OH 44055",Steven Egger,4402021333,CMP - Riviera Apartments,4197510971,Valley Park Toledo Llc,,,2147 E 28th St,"Lorain, OH 44055-1932",796,,925,
101 Silverside Dr,North Towne Village,70,C,Toledo,OH,43612,"1,106.00",0.72,801,,,,,,,4.9,1982,,,39,25,6,Integra Property Group,520 Pike St Suite # 1004,"Seattle, WA 98101-1385",,2065128900,Spieker Realty - North Towne Village,4194768269,North Towne Village Ltd Anoh L,,,101 Silverside Dr,"Toledo, OH 43612    ",,,718,878
27480 Simmons Rd,Simmons Crossing Senior Apartments,119,B,Rossford,OH,43551-4204,818.00,1.61,"1,319",,,,,,,11.8,2021,,4,115,,,Clover Group Inc.,348 Harris Hill Rd,"Williamsville, NY 14221    ",,7166884503,Simmons Crossing Senior Apartments,4194900942,Clover Communities Rossford Ll,,,348 Harris Hill Rd,"Williamsville, NY 14221    ","1,130",,"1,325",
472 Southgate Circle Dr,Southgate Woods Apartments,100,C,Toledo,OH,43615-6157,954.00,0.85,812,,,,,,,3.0,1981,,16,48,36,,American Community Developers,20250 Harper Ave,"Harper Woods, MI 48225    ",Thomas Krueger,3138818150,IMS - Southgate Woods Apartments,4195318672,Southgate Woods Apartments,,,20250 Harper Ave,"Detroit, MI 48225    ",702,,750,938
5836 Southwyck Blvd,Robert Dorrell Manor,102,C,Toledo,OH,43614,500.00,1.00,500,,,,,,,2.3,1977,,102,,,,Lucas Metropolitian Housing Authority,435 Nebraska Ave,"Toledo, OH 43697",,4192599400,LMHA - Robert Dorrell Manor,4192599478,,,,,,497,,,
940 W State Line Rd,Three Pines Apartments,52,C,Toledo,OH,43612-4459,758.00,0.81,615,,,,,,,2.8,1977,,28,24,,,The Whitehurst Company,4907 Dorr St,"Toledo, OH 43615",,4195346022,Whitehurst - Three Pines Apartments,4199313024,T & J Electric Co,,,PO BOX 351869,"TOLEDO, OH 43635",580,,653,
3402 State Route 109,Camelot South,50,C,Delta,OH,43515-9316,,,,,,,,,,2.3,1986,,50,,,,Pmn Camelot South Mhp Llc,535 Smithfield St,"Pittsburgh, PA 15222-2393",,,,,Pmn Camelot South Mhp Llc,,,535 Smithfield St,"Pittsburgh, PA 15222-2393",,,,
595 Stearns Rd,Quail Meadows,50,C,Fostoria,OH,44830,877.00,0.65,568,,,,,,,,2006,,,50,,,City Of Fostoria Ohio,213 S Main St,"Fostoria, OH 44830",,4194358282,Woda - Quail Meadows,4193321300,City Of Fostoria Ohio,,4194358282,213 S Main St,"Fostoria, OH 44830",,,568,
2132 Stirrup Ln,Huron River Toledo Apartments,88,B,Toledo,OH,43613-5609,706.00,1.09,760,,,,,,,1.0,1990,,44,44,,,Joshua Sterling,12863 Eureka Rd,"Southgate, MI 48195",Joshua Sterling,5305777936,Epic Property Management - Huron River Toledo,7342037404,Huron River Toledo Llc,,,12863 Eureka Rd,"Southgate, MI 48195",792,,845,
2135 Stirrup Ln,Fox Run Apartments,60,C,Toledo,OH,43613,790.00,0.61,486,,,,,,,5.9,1973,,36,24,,,Hicham & Nancy Harb,4812 Olde Meadow Ln,"Sylvania, OH 43560",Nancy Harb,4198824580,Fox Run Apartments,4197206345,Harb Estate Mngt Llc,,,2133 Stirrup Ln,"Toledo, OH 43613    ",440,,551,
4901 Suder Ave,River Bend Apartments,60,C,Toledo,OH,43611,810.00,0.76,615,,,,,,,0.6,1979,,24,36,,,Takacs Properties Ltd,1407 S Stadium Rd,"Oregon, OH 43618",Jerry Takacs,4192603341,Takacs Properties Ltd,4192603341,Takacs Properties Ltd,,4192603341,1407 S Stadium Rd,"Oregon, OH 43618",553,,655,
5148 Suder Ave,Greenwich Apartments,58,C,Toledo,OH,43611,681.00,0.87,596,,,,,,,,1979,,30,28,,,Abrico Ltd.,316 Michigan St Suite # 235,"Toledo, OH 43604-1667",Terry Schaich,4192417909,Abrico - Greenwich Apartments,4192417909,"Schaich, Terry L",,4192417909,316 N Michigan St,"Toledo, OH 43604-5666",530,,665,
100 N Summit St,Fort Industry Square,85,B,Toledo,OH,43604-1034,943.00,1.79,"1,685",,,,,,,51.7,2022,,28,57,,,BuildTech LTD,401 S Washington Sq Suite # 102,"Lansing, MI 48933    ",,5173747704,Curator - Fort Industry Square,5869802103,,,,,,"1,429",,"1,810",
3201 N Summit St,Harry Hansen,77,C,Toledo,OH,43611,,,,,,,,,,4.9,1968,,,,,,Lucas Metropolitian Housing Authority,435 Nebraska Ave,"Toledo, OH 43697",,4192599400,Harry Hansen,4192599463,Lucas Metropolitian Housing Authority,,4192599400,435 Nebraska Ave,"Toledo, OH 43697",,,,
111 S Summit St,Swan Creek Apartments,69,C,Toledo,OH,43604-8700,412.00,1.04,430,,,,,,,11.4,1970,,19,2,,,Baumgartner Llc,5588 Dove Ln,"Toledo, OH 43605",,4196913586,Swan Creek,4192416437,,,,,,530,379,601,
473 S Summit St,Summit Terrace Apartments,96,C,Bowling Green,OH,43402-3936,662.00,1.11,736,,,,,,,,1967,,64,32,,,James Ostrowski,6912 Spring Valley Dr Suite # 211,"Toledo, OH 43623",James Ostrowski,4198852100,Kwapich - Summit Terrace Apartments,4198064855,Summit Terrace An Ohio Ltd Ptnrshp,,4198852100,5415 Monroe St Suite # 1,"Toledo, OH 43623    ",697,,811,
8160 Sunset Ln,Mayberry Village,90,B,Sylvania,OH,43560-8800,825.00,1.20,989,,,,,,,,2004,,50,40,,,Louisville Title Agency,626 Madison Ave Suite # 100,"Toledo, OH 43604-1123",,4192484611,The Office - Mayberry Village,4198240222,,,,,,898,,"1,101",
4668 Talmadge Rd,Ravenswood Apartments,120,C,Toledo,OH,43623,848.00,0.99,843,,,,,,,0.0,1978,,60,60,,,Cornerstone Managed Properties,2147 28th St,"Lorain, OH 44055",,4402021333,CMP - Ravenswood Apartments,4193862350,Ravenswood Toledo Llc,,,2147 E 28th St,"Lorain, OH 44055-1932",768,,916,
4120 Terrace View S Rd,Terraceview Apartments,116,C,Toledo,OH,43607,551.00,0.99,548,,,,,,,1.7,1973,2017,92,24,,,BK Property Services,6318 W Bancroft St Suite # 5,"Toledo, OH 43615",,4198421630,BK- Terraceview Apartments,4195781111,LEONARD C BULLARD,,,6318 W Bancroft St Suite # 5,"Toledo, OH 43615",521,,650,
451 Thurstin Ave,Thurstin manor apartment,58,C,Bowling Green,OH,43402,360.00,1.17,421,,,,,,,0.0,1958,,,,,,John Newlove Real Estate,319 E Wooster St Suite # Apt A,"Bowling Green, OH 43402    ",,4193542260,John Newlove Real Estate,4193542260,Newlove John L & Lydia J,,,319 E Wooster St,"Bowling Green, OH 43402    ",,420,,
921 Thurstin Ave,Columbia Court,72,C,Bowling Green,OH,43402,"1,200.00",0.73,877,,,,,,,0.1,1981,,,,72,,GreenBriar Inc.,445 E Wooster St,"Bowling Green, OH 43402    ",Bob Maurer,4193520717,GreenBriar - Columbia Court,4193520717,Ccf Investments Llc,,,10851 Mastin St,"Overland Park, KS 66210-1669",,,,875
5725-5727 Tibaron Ln,The Ridge,66,C,Toledo,OH,43615-6257,867.00,1.12,973,,,,,,,,2003,,8,52,6,,Noneman Real Estate Company,3519 Secor Rd,"Toledo, OH 43606    ",,4195314020,Noneman - The Ridge,4198935808,Dju Properties Llc An Ohio Lim,,,7113 Salisbury Rd,"Maumee, OH 43537",863,,956,"1,255"
2140 Timbercreek Dr,Timbercreek Apartments,77,B,Toledo,OH,43615,546.00,1.32,719,,,,,,,9.0,1987,,27,21,,,Elon Property Management,590 W Kennedy Blvd Suite # 1D,"Lakewood, NJ 08701    ",Sam Moerman,7322001200,Elon - Timbercreek,5672882330,Timbercreek Apartments Of Toledo Ltd An,,,6954 Americana Parkway Dr,"Reynoldsburg, OH 43068    ",722,595,903,
2496 Tracy Rd,Village at Northwood,96,B,Northwood,OH,43619-1338,767.00,0.91,700,,,,,,,,1976,1997,24,72,,,Aspen Property Management,1566 County Road 1095,"Ashland, OH 44805",,4192813367,Aspen - Village at Northwood,4196936202,,,,,,623,,725,
2757 Tremainsville Rd,Twinwall Village,138,C,Toledo,OH,43613,652.00,0.50,324,,,,,,,5.9,1950,,138,,,,"MHC Capital, LLC",3707 W Maple Rd Suite # 303,"Bloomfield Hills, MI 48301-3212",Brad Froling,2486478300,,,Twinwall MHC II LLC,,,316 W 2nd St,"Los Angeles, CA 90012-3504",322,,,
3065-3075 Tremainsville Rd,Tudor Arms Apartments,96,C,Toledo,OH,43613-1855,,,834,,,,,,,,1978,,48,48,,,Cornerstone Managed Properties,2147 28th St,"Lorain, OH 44055",Steven Egger,4402021333,Cornerstone Managed Properties - Tudor Arms,4192140842,Tudor Toledo Llc,,,2147 E 28th St,"Lorain, OH 44055-1932",767,,899,
6101 Trust Dr,Siegel Suites Toledo/Holland,96,B,Holland,OH,43528,512.00,,,,,,,,,,1987,2015,24,,,,The Siegel Group,3790 Paradise Rd Suite # 250,"Las Vegas, NV 89169-5930",,7029478330,Siegel Suites - Toledo/Holland,4198679555,Drive Hotel Llc A De Llc,,,,,,,,
1599 Twin Oaks Dr,Oakwood Townhomes and Villas,143,B,Toledo,OH,43615-4036,877.00,1.00,877,,,,,,,11.9,1985,,36,97,10,,RESSCO,26711 Northwestern Hwy Suite # 175,"Southfield, MI 48033-2139",Shawn Stafford,2484401888,Ressco - Oakwood Townhomes and Villas,4195370110,"OWTH 143, LLC",,,26711 Northwestern Hwy Suite # 175,"Southfield, MI 48033-2139",758,,895,"1,082"
1097 Varsity East Rd,Varsity Square Apartments,126,C,Bowling Green,OH,43402,546.00,1.42,774,,,,,,,,1966,,52,66,8,,The Tobin Group,31150 W 10 Mile Rd,"Farmington, MI 48331",,2484749500,Group Five - Varsity Square Apartments,4193537715,The Tobin Group,,2484749500,31150 W 10 Mile Rd,"Farmington, MI 48331",679,,830,923
4874 S Village Dr,Heathbriar Apartments,150,C,Toledo,OH,43614-4724,947.00,0.73,690,,,,,,,1.3,1978,,40,110,,,The Whitehurst Company,4907 Dorr St,"Toledo, OH 43615",,4195346022,The Whitehurst- Heathbriar Apartments,4199313024,Heatherbriar Apartments Llc An,,,PO BOX 351869,"TOLEDO, OH 43635",614,,717,
4700 Violet Rd,Hope Manor,100,C,Toledo,OH,43623,600.00,1.41,844,,,,,,,1.1,1979,,100,,,,Roman Catholic Diocese Of Toledo,1933 Spielbusch Ave,"Toledo, OH 43604-5360",,4192446711,Hope Manor,4192464733,Hope Manor Inc An Oh Corp,,4192464733,4702 Violet Rd,"Toledo, OH 43623    ",841,,,
5943 Walnut Cir E18,Walnut Woods Apartments & Townhomes,76,C,Toledo,OH,43615-6638,977.00,0.78,766,,,,,,,,1980,,11,59,6,,Kevin Overy,5001 Cobbler Ct,"Perrysburg, OH 43551",Kevin Overy,4197048147,Kwapich RE Co- Walnut Woods Apartments & Townhomes,5677038123,Kwapich Real Estate Companies,,4197403224,221 Allen St,"Maumee, OH 43537",606,,767,"1,037"
10405 Washington St,Whitehouse Square Townhomes,55,B,Whitehouse,OH,43571-8209,"1,102.00",0.88,964,,,,,,,,2020,,,33,14,8,Miller-Valentine Group,409 E Monument Ave Suite # 200,"Dayton, OH 45402-1260",,9372930900,MVAH - Whitehouse Square Townhomes,4198778042,Whitehouse Square Senior Village Llc An,,,7001 Park View Ct,"Whitehouse, OH 43571-8201",,,894,"1,025"
2733 Wayman Palmer Dr,Palmer Gardens,75,C,Toledo,OH,43606-5212,896.00,,,,,,,,,,1986,,,25,25,25,Chase Richard A,2650 N Reynolds Rd Suite # 100,"Toledo, OH 43615    ",,4195362066,KMG - Palmer Gardens,4192464739,Palmer Gardens,,,134 N Summit St,"Toledo, OH 43604",,,,
1232 Wenz Rd,Swan Cove Apartments,76,C,Toledo,OH,43615,842.00,0.82,691,,,,,,,,2001,,22,54,,,Wallick Communities,160 W Main St Suite # 200,"New Albany, OH 43054-9292",Tom Feusse,6148634640,Wallick - Swan Cove,4193817477,Swan Cove L P,,,433 E Las Colinas Blvd,"Irving, TX 75039-5581",626,,716,
1105 S Wheeling St,Copper Cove,84,C,Oregon,OH,43616-3280,758.00,0.83,632,,,,,,,,1971,,22,60,,,Richard & Mary Simon,1027 Schmidlin Rd,"Oregon, OH 43616",,4196982297,Copper Cove,4196936682,Ltdd An Ohio Partnership,,,1027 Schmidlin Rd,"Oregon, OH 43616",564,374,665,
7100 S Wilkinson Way,The Waterford at Levis Commons,122,B,Perrysburg,OH,43551-2590,698.00,,,,,,,,,2.9,2008,,62,60,,,Capital Senior Living Corporation,14160 N Dallas Pky Suite # 300,"Dallas, TX 75254-4319",,9727705600,Capital Senior Living - The Waterford at Levis Com,4194696661,Csl Levis Commons Llc,,,14160 Dallas Pky,"Dallas, TX 75254-4319",,,,
29156 E Winners Cir,Victory Place Townhomes & Villas,51,B,Perrysburg,OH,43551-4548,"1,298.00",1.00,"1,271",,,,,,,,,,,51,,,Mecca Management,1045 N Main St Suite # 7B,"Bowling Green, OH 43402    ",,4193535800,Mecca Management - Victory Place Townhomes & Villa,,A & M Green Family Limited Partnership,,,,,,,"1,296",
26800 Woodmont Dr,Redwood Perrysburg Woodmont Drive,117,B,Perrysburg,OH,43551,"1,294.00",1.40,"1,812",,,,,,,3.4,2011,,,117,,,Redwood Living,7510 E Pleasant Valley Rd,"Independence, OH 44131-5536",David Conwill,2163609441,Redwood - Redwood Perrysburg Woodmont Drive,4194503515,Lakes At Woodmont Affiliate Ll,,,2265 Livernois Rd,"Troy, MI 48083-1633",,,"1,812",
125 E Woodruff Ave,Woodruff Village,96,C,Toledo,OH,43604-5268,730.00,1.03,752,,,,,,,2.6,1979,,,62,28,6,Integra Property Group,520 Pike St Suite # 1004,"Seattle, WA 98101-1385",,2065128900,Spieker - Woodruff Village,4192431672,Woodruff Lhtc Lp,,,520 Pike St,"Seattle, WA 98101-4069",,,669,863
200 Zoar Dr,Abundant Life of Perrysburg 2,50,C,Perrysburg,OH,43551-3186,,,,,,,,,,2.5,1993,,50,,,,Abundant Life of Perrysburg,100 Trinity Ct,"Perrysburg, OH 43551",,4198744371,Abundant Life of Perrysburg,4198744371,Abundant Life Of Perrysburg 2 Inc,,,200 Zoar Dr,"Perrysburg, OH 43551-3186",,,,
10430 Airport Hwy,Chateau Estates,100,C,Swanton,OH,43558-9407,800.00,,,,,,,,,1.5,,,100,,,,Chateau Estates Mhp,10430 Airport Hwy,"Swanton, OH 43558-9407",,,Chateau Estates,4198652879,Chateau Estates Mhp,,,10430 Airport Hwy,"Swanton, OH 43558-9407",,,,
1330 W Alexis Rd,Shamrock,50,C,Toledo,OH,43612-4263,800.00,,,,,,,,,5.9,,,50,,,,Shamrock Of Toledo Llc,216 W Wayne St,"Maumee, OH 43537    ",Thomas Smith,4197060765,Shamrock,4194763681,Shamrock Of Toledo Llc,,4197060765,216 W Wayne St,"Maumee, OH 43537    ",,,,
204 Aston Rd,Summerfield Villas,78,A,Perrysburg,OH,43551-6967,"1,308.00",1.24,"1,619",,,,,,,16.3,2021,,,78,,,Louisville Title Agcy For N W,626 Madison Ave,"Toledo, OH 43604",,,Noneman - Summerfield Villas,4194191850,Louisville Title Agcy For N W,,,626 Madison Ave,"Toledo, OH 43604",,,"1,951",
2170 S Berkey Southern Rd,Arrowhead Lake,100,C,Swanton,OH,43558-9690,800.00,,,,,,,,,1.5,,,100,,,,Arrowhead Lake M H P,2170 S Berkey Southern Rd,"Swanton, OH 43558-9690",,,Arrowhead Lake,4198260971,Arrowhead Lake M H P,,,2170 S Berkey Southern Rd,"Swanton, OH 43558-9690",,,,
3230 Centennial Rd,Centennial Manor,100,C,Sylvania,OH,43560-9558,800.00,,,,,,,,,1.5,1969,,100,,,,Birch Realty Group,560 Kirts Blvd Suite # 112,"Troy, MI 48084-4141",Willis Birch,2487409490,Centennial Manor,4198413359,Centennial Manor Mhc Llc An Ohio Llc,,,560 Kirts Blvd,"Troy, MI 48084-4141",,,,
1328 Conant St,Maumee Mobile Home Court,50,C,Maumee,OH,43537-1644,800.00,,,,,,,,,3.5,1950,,50,,,,Brondes Land Management Ltd,5717 Secor Rd,"Toledo, OH 43623-1901",Glenn Rambo,4198937093,Maumee Mobile Home Court,4198936982,,,,,,,,,
10487 County Road 4,Swanton Meadows,136,C,Swanton,OH,43558-9219,,,,,,,,,,2.3,,,136,,,,MHC America Fund LLC,110 NW 2nd St,"Cedaredge, CO 81413-4304",,9708080800,,,Arrowhead Mhc LLC,,6265336995,3707 W Maple Rd,"Bloomfield Village, MI 48301-3206",,,,
14900 County Road H,Dover Glen,100,C,Wauseon,OH,43567-8824,800.00,,,,,,,,,2.3,,,100,,,,West Unity Partners Llc,,,,,Dover Glen,4193354059,West Unity Partners Llc,,,,,,,,
26250 Cummings Rd,WoodLake Mobile Home Park,143,C,Millbury,OH,43447-9763,,,,,,,,,,3.4,1980,,143,,,,Park Management Specialists Corporation,216 W Wayne St,"Maumee, OH 43537    ",Dean Skillman,4198934879,,,Indianwood Holdings,,,216 Wayne St,"Maumee, OH 43537",,,,
